mode: atomic
sentinel-hub-api/ast/analysis.go:13.74,17.36 4 90
sentinel-hub-api/ast/detection_duplicates.go:40.52,44.13 3 0
sentinel-hub-api/ast/detection_duplicates.go:49.35,50.74 1 0
sentinel-hub-api/ast/detection_duplicates.go:50.74,52.49 1 0
sentinel-hub-api/ast/detection_duplicates.go:52.49,54.54 2 0
sentinel-hub-api/ast/detection_duplicates.go:54.54,57.12 3 0
sentinel-hub-api/ast/detection_duplicates.go:61.17,62.44 1 0
sentinel-hub-api/ast/detection_duplicates.go:62.44,64.49 1 0
sentinel-hub-api/ast/detection_duplicates.go:64.49,66.54 2 0
sentinel-hub-api/ast/detection_duplicates.go:66.54,69.12 3 0
sentinel-hub-api/ast/detection_duplicates.go:75.3,75.35 1 14
sentinel-hub-api/ast/detection_duplicates.go:75.35,77.4 1 0
sentinel-hub-api/ast/detection_duplicates.go:79.3,79.14 1 14
sentinel-hub-api/ast/detection_duplicates.go:83.2,83.43 1 1
sentinel-hub-api/ast/detection_duplicates.go:83.43,84.21 1 0
sentinel-hub-api/ast/detection_duplicates.go:84.21,86.31 1 0
sentinel-hub-api/ast/detection_duplicates.go:86.31,101.5 3 0
sentinel-hub-api/ast/detection_duplicates.go:105.2,105.17 1 1
sentinel-hub-api/ast/detection_orphaned.go:12.87,18.18 2 36
sentinel-hub-api/ast/detection_orphaned.go:19.12,20.46 1 29
sentinel-hub-api/ast/detection_orphaned.go:23.2,23.17 1 36
sentinel-hub-api/ast/detection_orphaned.go:27.78,30.49 2 29
sentinel-hub-api/ast/detection_orphaned.go:30.49,32.42 1 12018
sentinel-hub-api/ast/detection_orphaned.go:32.42,33.48 1 22
sentinel-hub-api/ast/detection_orphaned.go:33.48,35.59 2 66
sentinel-hub-api/ast/detection_orphaned.go:35.59,38.11 3 22
sentinel-hub-api/ast/detection_orphaned.go:42.3,42.14 1 12018
sentinel-hub-api/ast/detection_orphaned.go:45.2,45.25 1 29
sentinel-hub-api/ast/detection_orphaned.go:49.72,56.49 5 29
sentinel-hub-api/ast/detection_orphaned.go:56.49,57.83 1 12018
sentinel-hub-api/ast/detection_orphaned.go:57.83,59.48 1 79
sentinel-hub-api/ast/detection_orphaned.go:59.48,61.53 2 229
sentinel-hub-api/ast/detection_orphaned.go:61.53,64.11 3 57
sentinel-hub-api/ast/detection_orphaned.go:68.3,68.14 1 12018
sentinel-hub-api/ast/detection_orphaned.go:72.2,72.49 1 29
sentinel-hub-api/ast/detection_orphaned.go:72.49,73.39 1 12018
sentinel-hub-api/ast/detection_orphaned.go:73.39,75.48 1 409
sentinel-hub-api/ast/detection_orphaned.go:75.48,77.21 2 725
sentinel-hub-api/ast/detection_orphaned.go:77.21,78.38 1 725
sentinel-hub-api/ast/detection_orphaned.go:78.38,82.12 3 93
sentinel-hub-api/ast/detection_orphaned.go:83.12,83.54 1 632
sentinel-hub-api/ast/detection_orphaned.go:83.54,86.52 1 316
sentinel-hub-api/ast/detection_orphaned.go:86.52,88.74 2 948
sentinel-hub-api/ast/detection_orphaned.go:88.74,91.14 3 316
sentinel-hub-api/ast/detection_orphaned.go:98.3,98.14 1 12018
sentinel-hub-api/ast/detection_orphaned.go:102.2,103.44 2 29
sentinel-hub-api/ast/detection_orphaned.go:103.44,105.33 1 55
sentinel-hub-api/ast/detection_orphaned.go:105.33,106.12 1 0
sentinel-hub-api/ast/detection_orphaned.go:108.3,108.75 1 55
sentinel-hub-api/ast/detection_orphaned.go:108.75,128.4 3 21
sentinel-hub-api/ast/detection_orphaned.go:131.2,131.17 1 29
sentinel-hub-api/ast/detection_secrets.go:14.93,48.35 4 35
sentinel-hub-api/ast/detection_secrets.go:48.35,49.42 1 109
sentinel-hub-api/ast/detection_secrets.go:49.42,51.24 2 545
sentinel-hub-api/ast/detection_secrets.go:51.24,66.5 3 7
sentinel-hub-api/ast/detection_secrets.go:71.2,71.49 1 35
sentinel-hub-api/ast/detection_secrets.go:71.49,73.87 1 1115
sentinel-hub-api/ast/detection_secrets.go:73.87,75.42 2 15
sentinel-hub-api/ast/detection_secrets.go:75.42,89.5 3 0
sentinel-hub-api/ast/detection_secrets.go:91.3,91.14 1 1115
sentinel-hub-api/ast/detection_secrets.go:94.2,94.24 1 35
sentinel-hub-api/ast/detection_secrets.go:105.46,111.41 3 15
sentinel-hub-api/ast/detection_secrets.go:111.41,112.43 1 135
sentinel-hub-api/ast/detection_secrets.go:112.43,115.67 1 1
sentinel-hub-api/ast/detection_secrets.go:115.67,117.23 1 0
sentinel-hub-api/ast/detection_secrets.go:117.23,119.6 1 0
sentinel-hub-api/ast/detection_secrets.go:123.2,123.14 1 15
sentinel-hub-api/ast/detection_security_middleware.go:14.93,17.21 2 5
sentinel-hub-api/ast/detection_security_middleware.go:17.21,20.3 1 5
sentinel-hub-api/ast/detection_security_middleware.go:23.2,23.62 1 0
sentinel-hub-api/ast/detection_security_middleware.go:27.78,32.49 3 14
sentinel-hub-api/ast/detection_security_middleware.go:32.49,33.83 1 1166
sentinel-hub-api/ast/detection_security_middleware.go:33.83,35.22 2 11
sentinel-hub-api/ast/detection_security_middleware.go:35.22,37.5 1 0
sentinel-hub-api/ast/detection_security_middleware.go:39.4,43.62 3 11
sentinel-hub-api/ast/detection_security_middleware.go:43.62,46.5 2 4
sentinel-hub-api/ast/detection_security_middleware.go:49.4,49.59 1 11
sentinel-hub-api/ast/detection_security_middleware.go:49.59,52.5 2 2
sentinel-hub-api/ast/detection_security_middleware.go:55.4,55.58 1 11
sentinel-hub-api/ast/detection_security_middleware.go:55.58,58.5 2 1
sentinel-hub-api/ast/detection_security_middleware.go:61.4,61.57 1 11
sentinel-hub-api/ast/detection_security_middleware.go:61.57,64.5 2 1
sentinel-hub-api/ast/detection_security_middleware.go:67.4,67.62 1 11
sentinel-hub-api/ast/detection_security_middleware.go:67.62,70.5 2 1
sentinel-hub-api/ast/detection_security_middleware.go:73.4,73.57 1 11
sentinel-hub-api/ast/detection_security_middleware.go:73.57,76.5 2 1
sentinel-hub-api/ast/detection_security_middleware.go:79.4,79.43 1 11
sentinel-hub-api/ast/detection_security_middleware.go:79.43,81.62 1 10
sentinel-hub-api/ast/detection_security_middleware.go:81.62,85.6 2 1
sentinel-hub-api/ast/detection_security_middleware.go:88.3,88.14 1 1166
sentinel-hub-api/ast/detection_security_middleware.go:93.2,93.91 1 14
sentinel-hub-api/ast/detection_security_middleware.go:93.91,105.3 2 5
sentinel-hub-api/ast/detection_security_middleware.go:108.2,108.88 1 14
sentinel-hub-api/ast/detection_security_middleware.go:108.88,120.3 2 2
sentinel-hub-api/ast/detection_security_middleware.go:122.2,122.17 1 14
sentinel-hub-api/ast/detection_security_middleware.go:126.78,130.49 2 0
sentinel-hub-api/ast/detection_security_middleware.go:130.49,132.74 1 0
sentinel-hub-api/ast/detection_security_middleware.go:132.74,138.62 4 0
sentinel-hub-api/ast/detection_security_middleware.go:138.62,141.5 2 0
sentinel-hub-api/ast/detection_security_middleware.go:142.4,142.59 1 0
sentinel-hub-api/ast/detection_security_middleware.go:142.59,145.5 2 0
sentinel-hub-api/ast/detection_security_middleware.go:146.4,146.58 1 0
sentinel-hub-api/ast/detection_security_middleware.go:146.58,149.5 2 0
sentinel-hub-api/ast/detection_security_middleware.go:151.3,151.14 1 0
sentinel-hub-api/ast/detection_security_middleware.go:154.2,154.17 1 0
sentinel-hub-api/ast/detection_security_middleware.go:158.82,162.49 2 0
sentinel-hub-api/ast/detection_security_middleware.go:162.49,163.43 1 0
sentinel-hub-api/ast/detection_security_middleware.go:163.43,169.62 4 0
sentinel-hub-api/ast/detection_security_middleware.go:169.62,172.5 2 0
sentinel-hub-api/ast/detection_security_middleware.go:173.4,173.59 1 0
sentinel-hub-api/ast/detection_security_middleware.go:173.59,176.5 2 0
sentinel-hub-api/ast/detection_security_middleware.go:178.3,178.14 1 0
sentinel-hub-api/ast/detection_security_middleware.go:181.2,181.17 1 0
sentinel-hub-api/ast/detection_security_middleware.go:187.100,192.54 3 5
sentinel-hub-api/ast/detection_security_middleware.go:192.54,195.3 2 2
sentinel-hub-api/ast/detection_security_middleware.go:198.2,198.51 1 5
sentinel-hub-api/ast/detection_security_middleware.go:198.51,201.3 2 2
sentinel-hub-api/ast/detection_security_middleware.go:204.2,204.50 1 5
sentinel-hub-api/ast/detection_security_middleware.go:204.50,207.3 2 1
sentinel-hub-api/ast/detection_security_middleware.go:210.2,210.49 1 5
sentinel-hub-api/ast/detection_security_middleware.go:210.49,213.3 2 1
sentinel-hub-api/ast/detection_security_middleware.go:216.2,216.54 1 5
sentinel-hub-api/ast/detection_security_middleware.go:216.54,219.3 2 1
sentinel-hub-api/ast/detection_security_middleware.go:222.2,222.49 1 5
sentinel-hub-api/ast/detection_security_middleware.go:222.49,225.3 2 1
sentinel-hub-api/ast/detection_security_middleware.go:227.2,227.17 1 5
sentinel-hub-api/ast/detection_security_middleware.go:232.67,234.91 1 9
sentinel-hub-api/ast/detection_security_middleware.go:234.91,236.3 1 3
sentinel-hub-api/ast/detection_security_middleware.go:238.2,238.87 1 6
sentinel-hub-api/ast/detection_security_middleware.go:238.87,240.3 1 2
sentinel-hub-api/ast/detection_security_middleware.go:242.2,242.125 1 4
sentinel-hub-api/ast/detection_security_middleware.go:242.125,244.3 1 0
sentinel-hub-api/ast/detection_security_middleware.go:245.2,245.14 1 4
sentinel-hub-api/ast/detection_security_middleware.go:248.64,250.88 1 8
sentinel-hub-api/ast/detection_security_middleware.go:250.88,252.3 1 3
sentinel-hub-api/ast/detection_security_middleware.go:254.2,254.128 1 5
sentinel-hub-api/ast/detection_security_middleware.go:254.128,256.3 1 1
sentinel-hub-api/ast/detection_security_middleware.go:258.2,258.94 1 4
sentinel-hub-api/ast/detection_security_middleware.go:258.94,260.3 1 0
sentinel-hub-api/ast/detection_security_middleware.go:261.2,261.14 1 4
sentinel-hub-api/ast/detection_security_middleware.go:264.63,266.83 1 5
sentinel-hub-api/ast/detection_security_middleware.go:266.83,268.3 1 1
sentinel-hub-api/ast/detection_security_middleware.go:270.2,270.89 1 4
sentinel-hub-api/ast/detection_security_middleware.go:270.89,272.3 1 0
sentinel-hub-api/ast/detection_security_middleware.go:273.2,273.14 1 4
sentinel-hub-api/ast/detection_security_middleware.go:276.62,278.80 1 5
sentinel-hub-api/ast/detection_security_middleware.go:278.80,280.3 1 1
sentinel-hub-api/ast/detection_security_middleware.go:282.2,282.91 1 4
sentinel-hub-api/ast/detection_security_middleware.go:282.91,284.3 1 0
sentinel-hub-api/ast/detection_security_middleware.go:286.2,286.124 1 4
sentinel-hub-api/ast/detection_security_middleware.go:286.124,288.3 1 0
sentinel-hub-api/ast/detection_security_middleware.go:289.2,289.14 1 4
sentinel-hub-api/ast/detection_security_middleware.go:292.67,294.91 1 5
sentinel-hub-api/ast/detection_security_middleware.go:294.91,296.3 1 1
sentinel-hub-api/ast/detection_security_middleware.go:298.2,298.91 1 4
sentinel-hub-api/ast/detection_security_middleware.go:298.91,300.3 1 0
sentinel-hub-api/ast/detection_security_middleware.go:301.2,301.14 1 4
sentinel-hub-api/ast/detection_security_middleware.go:304.62,306.88 1 5
sentinel-hub-api/ast/detection_security_middleware.go:306.88,308.3 1 1
sentinel-hub-api/ast/detection_security_middleware.go:310.2,310.64 1 4
sentinel-hub-api/ast/detection_security_middleware.go:310.64,312.3 1 0
sentinel-hub-api/ast/detection_security_middleware.go:313.2,313.14 1 4
sentinel-hub-api/ast/detection_security_middleware.go:317.113,321.29 3 9
sentinel-hub-api/ast/detection_security_middleware.go:321.29,323.21 2 113
sentinel-hub-api/ast/detection_security_middleware.go:323.21,324.86 1 86
sentinel-hub-api/ast/detection_security_middleware.go:324.86,326.10 2 3
sentinel-hub-api/ast/detection_security_middleware.go:328.9,328.51 1 27
sentinel-hub-api/ast/detection_security_middleware.go:328.51,330.9 2 2
sentinel-hub-api/ast/detection_security_middleware.go:334.2,344.3 1 9
sentinel-hub-api/ast/detection_security_middleware.go:349.63,354.2 1 21
sentinel-hub-api/ast/detection_security_middleware.go:356.60,360.2 1 17
sentinel-hub-api/ast/detection_security_middleware.go:362.59,365.2 1 16
sentinel-hub-api/ast/detection_security_middleware.go:367.58,371.2 1 15
sentinel-hub-api/ast/detection_security_middleware.go:373.63,376.2 1 14
sentinel-hub-api/ast/detection_security_middleware.go:378.58,381.2 1 13
sentinel-hub-api/ast/detection_security_middleware.go:383.61,390.2 1 10
sentinel-hub-api/ast/detection_security_middleware.go:393.67,397.2 2 11
sentinel-hub-api/ast/detection_security_middleware.go:400.75,405.46 3 11
sentinel-hub-api/ast/detection_security_middleware.go:405.46,407.51 2 22
sentinel-hub-api/ast/detection_security_middleware.go:407.51,409.9 2 11
sentinel-hub-api/ast/detection_security_middleware.go:413.2,413.27 1 11
sentinel-hub-api/ast/detection_security_middleware.go:417.111,431.2 1 11
sentinel-hub-api/ast/detection_security_middleware.go:434.65,436.29 2 16
sentinel-hub-api/ast/detection_security_middleware.go:436.29,438.85 2 208
sentinel-hub-api/ast/detection_security_middleware.go:438.85,441.17 2 7
sentinel-hub-api/ast/detection_security_middleware.go:441.17,443.5 1 1
sentinel-hub-api/ast/detection_security_middleware.go:444.4,445.24 2 7
sentinel-hub-api/ast/detection_security_middleware.go:445.24,447.5 1 0
sentinel-hub-api/ast/detection_security_middleware.go:448.4,448.47 1 7
sentinel-hub-api/ast/detection_security_middleware.go:451.2,451.11 1 9
sentinel-hub-api/ast/detection_sql_injection.go:14.98,15.50 1 36
sentinel-hub-api/ast/detection_sql_injection.go:15.50,17.3 1 35
sentinel-hub-api/ast/detection_sql_injection.go:18.2,19.18 2 1
sentinel-hub-api/ast/detection_sql_injection.go:20.12,21.81 1 0
sentinel-hub-api/ast/detection_sql_injection.go:22.34,23.81 1 0
sentinel-hub-api/ast/detection_sql_injection.go:24.16,25.85 1 0
sentinel-hub-api/ast/detection_sql_injection.go:27.2,27.24 1 1
sentinel-hub-api/ast/detection_sql_injection.go:31.83,43.19 4 22
sentinel-hub-api/ast/detection_sql_injection.go:43.19,46.39 2 15
sentinel-hub-api/ast/detection_sql_injection.go:46.39,47.40 1 120
sentinel-hub-api/ast/detection_sql_injection.go:47.40,49.100 1 36
sentinel-hub-api/ast/detection_sql_injection.go:49.100,50.14 1 6
sentinel-hub-api/ast/detection_sql_injection.go:55.5,55.68 1 30
sentinel-hub-api/ast/detection_sql_injection.go:55.68,58.33 2 28
sentinel-hub-api/ast/detection_sql_injection.go:58.33,61.69 2 194
sentinel-hub-api/ast/detection_sql_injection.go:61.69,62.16 1 0
sentinel-hub-api/ast/detection_sql_injection.go:64.7,66.77 1 194
sentinel-hub-api/ast/detection_sql_injection.go:66.77,79.8 2 32
sentinel-hub-api/ast/detection_sql_injection.go:84.5,85.42 1 30
sentinel-hub-api/ast/detection_sql_injection.go:85.42,87.69 1 16
sentinel-hub-api/ast/detection_sql_injection.go:87.69,89.34 2 14
sentinel-hub-api/ast/detection_sql_injection.go:89.34,91.70 1 116
sentinel-hub-api/ast/detection_sql_injection.go:91.70,92.17 1 0
sentinel-hub-api/ast/detection_sql_injection.go:94.8,97.71 1 116
sentinel-hub-api/ast/detection_sql_injection.go:97.71,110.9 2 14
sentinel-hub-api/ast/detection_sql_injection.go:119.2,119.49 1 22
sentinel-hub-api/ast/detection_sql_injection.go:119.49,121.39 1 1002
sentinel-hub-api/ast/detection_sql_injection.go:121.39,127.79 3 25
sentinel-hub-api/ast/detection_sql_injection.go:127.79,129.5 1 2
sentinel-hub-api/ast/detection_sql_injection.go:132.4,132.61 1 23
sentinel-hub-api/ast/detection_sql_injection.go:132.61,134.77 1 12
sentinel-hub-api/ast/detection_sql_injection.go:134.77,148.6 3 2
sentinel-hub-api/ast/detection_sql_injection.go:153.3,153.86 1 1000
sentinel-hub-api/ast/detection_sql_injection.go:153.86,156.80 2 16
sentinel-hub-api/ast/detection_sql_injection.go:156.80,158.5 1 1
sentinel-hub-api/ast/detection_sql_injection.go:159.4,163.90 2 15
sentinel-hub-api/ast/detection_sql_injection.go:163.90,177.5 3 7
sentinel-hub-api/ast/detection_sql_injection.go:180.3,180.14 1 999
sentinel-hub-api/ast/detection_sql_injection.go:183.2,183.24 1 22
sentinel-hub-api/ast/detection_sql_injection.go:187.83,190.49 2 9
sentinel-hub-api/ast/detection_sql_injection.go:190.49,192.39 1 228
sentinel-hub-api/ast/detection_sql_injection.go:192.39,194.31 2 5
sentinel-hub-api/ast/detection_sql_injection.go:194.31,196.77 1 0
sentinel-hub-api/ast/detection_sql_injection.go:196.77,210.6 3 0
sentinel-hub-api/ast/detection_sql_injection.go:213.3,213.14 1 228
sentinel-hub-api/ast/detection_sql_injection.go:216.2,216.24 1 9
sentinel-hub-api/ast/detection_sql_injection.go:220.87,223.49 2 9
sentinel-hub-api/ast/detection_sql_injection.go:223.49,225.39 1 225
sentinel-hub-api/ast/detection_sql_injection.go:225.39,227.31 2 0
sentinel-hub-api/ast/detection_sql_injection.go:227.31,229.40 1 0
sentinel-hub-api/ast/detection_sql_injection.go:229.40,243.6 3 0
sentinel-hub-api/ast/detection_sql_injection.go:246.3,246.14 1 225
sentinel-hub-api/ast/detection_sql_injection.go:249.2,249.24 1 9
sentinel-hub-api/ast/detection_sql_injection.go:253.38,261.36 3 39
sentinel-hub-api/ast/detection_sql_injection.go:261.36,262.61 1 394
sentinel-hub-api/ast/detection_sql_injection.go:262.61,264.4 1 12
sentinel-hub-api/ast/detection_sql_injection.go:266.2,266.14 1 27
sentinel-hub-api/ast/detection_sql_injection.go:269.61,270.28 1 79
sentinel-hub-api/ast/detection_sql_injection.go:270.28,272.3 1 0
sentinel-hub-api/ast/detection_sql_injection.go:273.2,274.23 2 79
sentinel-hub-api/ast/detection_sql_injection.go:274.23,276.3 1 0
sentinel-hub-api/ast/detection_sql_injection.go:277.2,277.70 1 79
sentinel-hub-api/ast/detection_sql_injection.go:280.66,285.2 2 12
sentinel-hub-api/ast/detection_sql_injection.go:287.62,290.2 2 1
sentinel-hub-api/ast/detection_sql_injection.go:292.63,296.2 2 1
sentinel-hub-api/ast/detection_sql_injection.go:298.42,305.44 3 10
sentinel-hub-api/ast/detection_sql_injection.go:305.44,306.60 1 90
sentinel-hub-api/ast/detection_sql_injection.go:306.60,309.74 1 0
sentinel-hub-api/ast/detection_sql_injection.go:309.74,311.5 1 0
sentinel-hub-api/ast/detection_sql_injection.go:314.2,314.14 1 10
sentinel-hub-api/ast/detection_syntax.go:12.88,15.17 2 23
sentinel-hub-api/ast/detection_syntax.go:15.17,17.3 1 0
sentinel-hub-api/ast/detection_syntax.go:19.2,20.21 2 23
sentinel-hub-api/ast/detection_syntax.go:20.21,22.3 1 0
sentinel-hub-api/ast/detection_syntax.go:25.2,25.53 1 23
sentinel-hub-api/ast/detection_syntax.go:25.53,26.66 1 10504
sentinel-hub-api/ast/detection_syntax.go:26.66,34.76 5 13
sentinel-hub-api/ast/detection_syntax.go:34.76,36.5 1 0
sentinel-hub-api/ast/detection_syntax.go:36.10,36.83 1 13
sentinel-hub-api/ast/detection_syntax.go:36.83,38.5 1 9
sentinel-hub-api/ast/detection_syntax.go:40.4,50.6 1 13
sentinel-hub-api/ast/detection_syntax.go:53.3,53.14 1 10504
sentinel-hub-api/ast/detection_syntax.go:56.2,56.17 1 23
sentinel-hub-api/ast/detection_unreachable.go:11.90,12.50 1 29
sentinel-hub-api/ast/detection_unreachable.go:12.50,14.3 1 28
sentinel-hub-api/ast/detection_unreachable.go:15.2,16.18 2 1
sentinel-hub-api/ast/detection_unreachable.go:17.12,18.49 1 0
sentinel-hub-api/ast/detection_unreachable.go:19.34,20.49 1 0
sentinel-hub-api/ast/detection_unreachable.go:21.16,22.53 1 0
sentinel-hub-api/ast/detection_unreachable.go:24.2,24.17 1 1
sentinel-hub-api/ast/detection_unreachable.go:28.75,32.49 2 19
sentinel-hub-api/ast/detection_unreachable.go:32.49,33.83 1 11745
sentinel-hub-api/ast/detection_unreachable.go:33.83,35.48 1 61
sentinel-hub-api/ast/detection_unreachable.go:35.48,37.48 2 301
sentinel-hub-api/ast/detection_unreachable.go:37.48,40.51 2 61
sentinel-hub-api/ast/detection_unreachable.go:40.51,42.22 2 749
sentinel-hub-api/ast/detection_unreachable.go:42.22,43.45 1 749
sentinel-hub-api/ast/detection_unreachable.go:43.45,45.9 1 37
sentinel-hub-api/ast/detection_unreachable.go:45.14,45.61 1 712
sentinel-hub-api/ast/detection_unreachable.go:45.61,61.14 4 3
sentinel-hub-api/ast/detection_unreachable.go:65.6,65.11 1 61
sentinel-hub-api/ast/detection_unreachable.go:69.3,69.14 1 11745
sentinel-hub-api/ast/detection_unreachable.go:72.2,72.17 1 19
sentinel-hub-api/ast/detection_unreachable_jstypes.go:9.75,12.49 2 7
sentinel-hub-api/ast/detection_unreachable_jstypes.go:12.49,15.148 2 198
sentinel-hub-api/ast/detection_unreachable_jstypes.go:15.148,16.48 1 12
sentinel-hub-api/ast/detection_unreachable_jstypes.go:16.48,18.92 2 26
sentinel-hub-api/ast/detection_unreachable_jstypes.go:18.92,20.11 2 6
sentinel-hub-api/ast/detection_unreachable_jstypes.go:24.4,24.23 1 12
sentinel-hub-api/ast/detection_unreachable_jstypes.go:24.23,26.53 2 6
sentinel-hub-api/ast/detection_unreachable_jstypes.go:26.53,28.21 2 17
sentinel-hub-api/ast/detection_unreachable_jstypes.go:28.21,31.65 2 17
sentinel-hub-api/ast/detection_unreachable_jstypes.go:31.65,46.13 4 3
sentinel-hub-api/ast/detection_unreachable_jstypes.go:49.7,50.74 1 14
sentinel-hub-api/ast/detection_unreachable_jstypes.go:50.74,52.8 1 1
sentinel-hub-api/ast/detection_unreachable_jstypes.go:52.13,52.44 1 13
sentinel-hub-api/ast/detection_unreachable_jstypes.go:52.44,53.52 1 2
sentinel-hub-api/ast/detection_unreachable_jstypes.go:53.52,55.104 2 6
sentinel-hub-api/ast/detection_unreachable_jstypes.go:55.104,57.65 2 2
sentinel-hub-api/ast/detection_unreachable_jstypes.go:57.65,58.55 1 2
sentinel-hub-api/ast/detection_unreachable_jstypes.go:58.55,60.73 2 6
sentinel-hub-api/ast/detection_unreachable_jstypes.go:60.73,61.57 1 2
sentinel-hub-api/ast/detection_unreachable_jstypes.go:61.57,63.14 1 2
sentinel-hub-api/ast/detection_unreachable_jstypes.go:75.3,75.14 1 198
sentinel-hub-api/ast/detection_unreachable_jstypes.go:78.2,78.17 1 7
sentinel-hub-api/ast/detection_unreachable_jstypes.go:81.67,82.46 1 2
sentinel-hub-api/ast/detection_unreachable_jstypes.go:82.46,84.19 2 4
sentinel-hub-api/ast/detection_unreachable_jstypes.go:84.19,87.73 2 4
sentinel-hub-api/ast/detection_unreachable_jstypes.go:87.73,89.5 1 2
sentinel-hub-api/ast/detection_unreachable_jstypes.go:92.2,92.14 1 0
sentinel-hub-api/ast/detection_unreachable_python.go:12.79,16.49 2 3
sentinel-hub-api/ast/detection_unreachable_python.go:16.49,20.43 2 64
sentinel-hub-api/ast/detection_unreachable_python.go:20.43,22.48 1 4
sentinel-hub-api/ast/detection_unreachable_python.go:22.48,24.77 2 20
sentinel-hub-api/ast/detection_unreachable_python.go:24.77,26.11 2 4
sentinel-hub-api/ast/detection_unreachable_python.go:30.4,30.23 1 4
sentinel-hub-api/ast/detection_unreachable_python.go:30.23,33.53 2 4
sentinel-hub-api/ast/detection_unreachable_python.go:33.53,35.21 2 5
sentinel-hub-api/ast/detection_unreachable_python.go:35.21,38.61 2 5
sentinel-hub-api/ast/detection_unreachable_python.go:38.61,54.13 4 1
sentinel-hub-api/ast/detection_unreachable_python.go:58.7,59.74 1 4
sentinel-hub-api/ast/detection_unreachable_python.go:59.74,61.8 1 1
sentinel-hub-api/ast/detection_unreachable_python.go:61.13,61.52 1 3
sentinel-hub-api/ast/detection_unreachable_python.go:61.52,64.90 2 0
sentinel-hub-api/ast/detection_unreachable_python.go:64.90,66.9 1 0
sentinel-hub-api/ast/detection_unreachable_python.go:73.3,73.14 1 64
sentinel-hub-api/ast/detection_unreachable_python.go:76.2,76.17 1 3
sentinel-hub-api/ast/detection_unused.go:13.90,14.50 1 38
sentinel-hub-api/ast/detection_unused.go:14.50,16.3 1 37
sentinel-hub-api/ast/detection_unused.go:17.2,18.18 2 1
sentinel-hub-api/ast/detection_unused.go:19.12,20.49 1 0
sentinel-hub-api/ast/detection_unused.go:21.34,22.49 1 0
sentinel-hub-api/ast/detection_unused.go:23.16,24.53 1 0
sentinel-hub-api/ast/detection_unused.go:26.2,26.17 1 1
sentinel-hub-api/ast/detection_unused.go:30.75,37.49 5 28
sentinel-hub-api/ast/detection_unused.go:37.49,38.81 1 12083
sentinel-hub-api/ast/detection_unused.go:38.81,41.55 1 137
sentinel-hub-api/ast/detection_unused.go:41.55,42.40 1 2639
sentinel-hub-api/ast/detection_unused.go:42.40,45.23 2 442
sentinel-hub-api/ast/detection_unused.go:45.23,48.76 2 442
sentinel-hub-api/ast/detection_unused.go:48.76,50.8 1 0
sentinel-hub-api/ast/detection_unused.go:53.6,55.55 3 442
sentinel-hub-api/ast/detection_unused.go:57.5,57.16 1 2639
sentinel-hub-api/ast/detection_unused.go:60.3,60.14 1 12083
sentinel-hub-api/ast/detection_unused.go:64.2,64.49 1 28
sentinel-hub-api/ast/detection_unused.go:64.49,65.34 1 12083
sentinel-hub-api/ast/detection_unused.go:65.34,67.47 1 1373
sentinel-hub-api/ast/detection_unused.go:67.47,70.5 2 934
sentinel-hub-api/ast/detection_unused.go:72.3,72.14 1 12083
sentinel-hub-api/ast/detection_unused.go:76.2,76.50 1 28
sentinel-hub-api/ast/detection_unused.go:76.50,77.31 1 194
sentinel-hub-api/ast/detection_unused.go:77.31,97.4 3 87
sentinel-hub-api/ast/detection_unused.go:100.2,100.17 1 28
sentinel-hub-api/ast/detection_unused_jstypes.go:9.75,15.49 5 7
sentinel-hub-api/ast/detection_unused_jstypes.go:15.49,18.73 2 169
sentinel-hub-api/ast/detection_unused_jstypes.go:18.73,19.48 1 0
sentinel-hub-api/ast/detection_unused_jstypes.go:19.48,21.21 2 0
sentinel-hub-api/ast/detection_unused_jstypes.go:21.21,22.76 1 0
sentinel-hub-api/ast/detection_unused_jstypes.go:22.76,23.52 1 0
sentinel-hub-api/ast/detection_unused_jstypes.go:23.52,25.124 2 0
sentinel-hub-api/ast/detection_unused_jstypes.go:25.124,28.9 2 0
sentinel-hub-api/ast/detection_unused_jstypes.go:35.3,35.78 1 169
sentinel-hub-api/ast/detection_unused_jstypes.go:35.78,36.48 1 3
sentinel-hub-api/ast/detection_unused_jstypes.go:36.48,38.21 2 9
sentinel-hub-api/ast/detection_unused_jstypes.go:38.21,39.47 1 9
sentinel-hub-api/ast/detection_unused_jstypes.go:39.47,40.52 1 3
sentinel-hub-api/ast/detection_unused_jstypes.go:40.52,42.29 2 10
sentinel-hub-api/ast/detection_unused_jstypes.go:42.29,43.46 1 10
sentinel-hub-api/ast/detection_unused_jstypes.go:43.46,46.10 2 2
sentinel-hub-api/ast/detection_unused_jstypes.go:46.15,46.97 1 8
sentinel-hub-api/ast/detection_unused_jstypes.go:46.97,47.67 1 1
sentinel-hub-api/ast/detection_unused_jstypes.go:47.67,48.100 1 6
sentinel-hub-api/ast/detection_unused_jstypes.go:48.100,51.12 2 2
sentinel-hub-api/ast/detection_unused_jstypes.go:52.11,52.22 1 6
sentinel-hub-api/ast/detection_unused_jstypes.go:62.3,62.14 1 169
sentinel-hub-api/ast/detection_unused_jstypes.go:65.2,65.49 1 7
sentinel-hub-api/ast/detection_unused_jstypes.go:65.49,66.84 1 169
sentinel-hub-api/ast/detection_unused_jstypes.go:66.84,69.21 3 15
sentinel-hub-api/ast/detection_unused_jstypes.go:69.21,73.73 2 15
